"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"Puzzle",2011,66,188,0,0,407,5,15
"When We Leave",2011,65,189,0,0,407,5,1
"The Love We Make",2011,65,190,0,0,407,5,2
"If a Tree Falls: A Story of the Earth Liberation Front",2011,65,191,0,0,407,5,3
"Life, Above All",2011,65,192,0,0,407,5,4
"Dzi Croquettes",2011,65,193,0,0,407,5,5
"The Debt",2011,65,194,0,0,407,5,6
"Puss in Boots",2011,65,195,0,0,407,5,7
"Viva Riva!",2011,65,196,0,0,407,5,8
"Circumstance",2011,65,197,0,0,407,5,9
"My Week with Marilyn",2011,65,198,0,0,407,5,10
"Tucker & Dale vs Evil",2011,65,199,0,0,407,5,11
"Everything Must Go",2011,65,200,0,0,407,5,12
"X-Men: First Class",2011,65,201,0,0,407,5,13
"The Robber",2011,65,202,0,0,407,5,14
"Knuckle",2011,65,203,0,0,407,5,15
"The Swell Season",2011,65,204,0,0,407,5,16
"Tyrannosaur",2011,65,205,0,0,407,5,17
"Hanna",2011,65,206,0,0,407,5,18
"In a Better World",2011,65,207,0,0,407,5,19
"We Are What We Are",2011,65,208,0,0,407,5,20
"The Way",2011,64,209,0,0,407,5,1
"Cold Weather",2011,64,210,0,0,407,5,2
"The Whale",2011,64,211,0,0,407,5,3
"Dolphin Tale",2011,64,212,0,0,407,5,4
"A Better Life",2011,64,213,0,0,407,5,5
"Orgasm Inc.",2011,64,214,0,0,407,5,6
"Fright Night",2011,64,215,0,0,407,5,7
"Kaboom",2011,64,216,0,0,407,5,8
"Sleep Furiously",2011,64,217,0,0,407,5,9
"Conan O'Brien Can't Stop",2011,64,218,0,0,407,5,10
"The Last Rites of Joe May",2011,64,219,0,0,407,5,11
"Lemmy",2011,64,220,0,0,407,5,12
"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",2011,64,221,0,0,407,5,13
"If I Want to Whistle, I Whistle",2011,64,222,0,0,407,5,14
"The Hedgehog",2011,64,223,0,0,407,5,15
"Film Socialisme",2011,64,224,0,0,407,5,16
"Love Crime",2011,63,225,0,0,407,5,1
"The Lincoln Lawyer",2011,63,226,0,0,407,5,2
"Friends with Benefits",2011,63,227,0,0,407,5,3
"My Reincarnation",2011,63,228,0,0,407,5,4
"Vidal Sassoon: The Movie",2011,63,229,0,0,407,5,5
"Klitschko",2011,63,230,0,0,407,5,6
"Eames: The Architect & The Painter",2011,63,231,0,0,407,5,7
"Rio",2011,63,232,0,0,407,5,8
"Revenge of the Electric Car",2011,63,233,0,0,407,5,9
"Aurora",2011,63,234,0,0,407,5,10
"L'amour fou",2011,63,235,0,0,407,5,11
"Amigo",2011,63,236,0,0,407,5,12
"Farmageddon",2011,62,237,0,0,407,5,1
"The Human Resources Manager",2011,62,238,0,0,407,5,2
"True Legend",2011,62,239,0,0,407,5,3
"The Topp Twins: Untouchable Girls",2011,62,240,0,0,407,5,4
"The Conquest",2011,62,241,0,0,407,5,5
"Beautiful Boy",2011,62,242,0,0,407,5,6
"The Help",2011,62,243,1,0,407,5,7
"The Names of Love",2011,62,244,0,0,407,5,8
"The First Beautiful Thing",2011,62,245,0,0,407,5,9
"The Last Mountain",2011,62,246,0,0,407,5,10
"African Cats",2011,61,247,0,0,407,5,1
"Trollhunter",2011,61,248,0,0,407,5,2
"Wrecked",2011,61,249,0,0,407,5,3
"El Bulli: Cooking in Progress",2011,61,250,0,0,407,5,4
"Margaret",2011,61,251,0,0,407,5,5
"Blackthorn",2011,61,252,0,0,407,5,6
"A Very Harold & Kumar Christmas",2011,61,253,0,0,407,5,7
"Carnage",2011,61,254,0,0,407,5,8
"Oka!",2011,61,255,0,0,407,5,9
"Good Neighbors",2011,60,256,0,0,407,5,1
"Resurrect Dead: The Mystery of the Toynbee Tiles",2011,60,257,0,0,407,5,2
"Our Idiot Brother",2011,60,258,0,0,407,5,3
"Oranges and Sunshine",2011,60,259,0,0,407,5,4
"The Adjustment Bureau",2011,60,260,0,0,407,5,5
"American Teacher",2011,60,261,0,0,407,5,6
"Bride Flight",2011,60,262,0,0,407,5,7
"Mr. Nice",2011,60,263,0,0,407,5,8
"The Other F Word",2011,60,264,0,0,407,5,9
"RA. One",2011,60,265,0,0,407,5,10
"Happy, Happy",2011,60,266,0,0,407,5,11
"The Music Never Stopped",2011,60,267,0,0,407,5,12
"The Beaver",2011,60,268,0,0,407,5,13
"Norman",2011,60,269,0,0,407,5,14
"Trust",2011,60,270,0,0,407,5,15
"Road to Nowhere",2011,59,271,0,0,407,5,1
"Make Believe",2011,59,272,0,0,407,5,2
"Tower Heist",2011,59,273,0,0,407,5,3
"Sarah's Key",2011,59,274,0,0,407,5,4
"My Afternoons with Margueritte",2011,59,275,0,0,407,5,5
"J. Edgar",2011,59,276,0,0,407,5,6
"Pearl Jam Twenty",2011,59,277,0,0,407,5,7
"The Lie",2011,59,278,0,0,407,5,8
"Limitless",2011,59,279,0,0,407,5,9
"Rubber",2011,59,280,0,0,407,5,10
"The Whistleblower",2011,59,281,0,0,407,5,11
"Paranormal Activity 3",2011,59,282,0,0,407,5,12
"Magic Trip",2011,59,283,0,0,407,5,13
"The Look",2011,58,284,0,0,407,5,1
"Where Soldiers Come From",2011,58,285,0,0,407,5,2
"Zero Bridge",2011,58,286,0,0,407,5,3
"Life in a Day",2011,58,287,0,0,407,5,4
"Troubadours",2011,58,288,0,0,407,5,5
"Footloose",2011,58,289,0,0,407,5,6
"We Bought a Zoo",2011,58,290,0,0,407,5,7
"Gainsbourg: A Heroic Life",2011,58,291,0,0,407,5,8
"The Woman",2011,58,292,0,0,407,5,9
"Hello Lonesome",2011,58,293,0,0,407,5,10
"The Tree",2011,58,294,0,0,407,5,11
"Paul",2011,57,295,0,0,407,5,1
"Sleeping Beauty",2011,57,296,0,0,407,5,2
"Thor",2011,57,297,0,0,407,5,3
"The Big Fix",2011,57,298,0,0,407,5,4
"How to Live Forever",2011,57,299,0,0,407,5,5
"Albert Nobbs",2011,57,300,0,0,407,5,6
"Limelight",2011,57,301,0,0,407,5,7
"Daydream Nation",2011,57,302,0,0,407,5,8
"Cars 2",2011,57,303,0,0,407,5,9
"Toast",2011,57,304,0,0,407,5,10
"Shut Up Little Man! An Audio Misadventure",2011,57,305,0,0,407,5,11
"Brighton Rock",2011,57,306,0,0,407,5,12
"Horrible Bosses",2011,57,307,0,0,407,5,13
"Forks Over Knives",2011,57,308,0,0,407,5,14
"The First Grader",2011,56,309,0,0,407,5,1
"In the Land of Blood and Honey",2011,56,310,0,0,407,5,2
"Turtle: The Incredible Journey",2011,56,311,0,0,407,5,3
"Jumping the Broom",2011,56,312,0,0,407,5,4
"Don't Be Afraid of the Dark",2011,56,313,0,0,407,5,5
"Real Steel",2011,56,314,0,0,407,5,6
"Unknown",2011,56,315,0,0,407,5,7
"The Rum Diary",2011,56,316,0,0,407,5,8
"Exporting Raymond",2011,55,317,0,0,407,5,1
"The Eagle",2011,55,318,0,0,407,5,2
"Square Grouper",2011,55,319,0,0,407,5,3
"Dhobi Ghat (Mumbai Diaries)",2011,55,320,0,0,407,5,4
"3",2011,55,321,0,0,407,5,5
"Hobo with a Shotgun",2011,55,322,0,0,407,5,6
"Young Goethe in Love",2011,55,323,0,0,407,5,7
"The Conspirator",2011,55,324,0,0,407,5,8
"American: The Bill Hicks Story",2011,55,325,0,0,407,5,9
"Gun Hill Road",2011,55,326,0,0,407,5,10
"The People vs. George Lucas",2011,55,327,0,0,407,5,11
"Empire of Silver",2011,54,328,0,0,407,5,1
"Puncture",2011,54,329,0,0,407,5,2
"Cracks",2011,54,330,0,0,407,5,3
"Love Etc.",2011,54,331,0,0,407,5,4
"The Big Uneasy",2011,54,332,0,0,407,5,5
"The Iron Lady",2011,54,333,0,0,407,5,6
"Desert Flower",2011,54,334,0,0,407,5,7
"A Little Help",2011,54,335,0,0,407,5,8
"The Big Year",2011,53,336,0,0,407,5,1
"Soul Surfer",2011,53,337,0,0,407,5,2
"Shaolin",2011,53,338,0,0,407,5,3
"That's What I Am",2011,53,339,0,0,407,5,4
"Earthwork",2011,53,340,0,0,407,5,5
"Mr. Popper's Penguins",2011,53,341,0,0,407,5,6
"Gnomeo and Juliet",2011,53,342,0,0,407,5,7
"Rid of Me",2011,53,343,0,0,407,5,8
"Jig",2011,53,344,0,0,407,5,9
"In Time",2011,53,345,0,0,407,5,10
"The Sons of Tennessee Williams",2011,52,346,0,0,407,5,1
"The Woman on the 6th Floor",2011,52,347,0,0,407,5,2
"London Boulevard",2011,52,348,0,0,407,5,3
"Insidious",2011,52,349,0,0,407,5,4
"Chasing Madoff",2011,52,350,0,0,407,5,5
"The Devil's Double",2011,52,351,0,0,407,5,6
"Justin Bieber: Never Say Never",2011,52,352,0,0,407,5,7
"Scream 4",2011,52,353,0,0,407,5,8
"Water for Elephants",2011,52,354,0,0,407,5,9
"Janie Jones",2011,52,355,0,0,407,5,10
"Skateland",2011,51,356,0,0,407,5,1
"White Irish Drinkers",2011,51,357,0,0,407,5,2
"Meet Monica Velour",2011,51,358,0,0,407,5,3
"Diary of a Wimpy Kid 2: Rodrick Rules",2011,51,359,0,0,407,5,4
"Anonymous",2011,50,360,0,0,407,5,1
"Super",2011,50,361,0,0,407,5,2
"Vanishing on 7th Street",2011,50,362,0,0,407,5,3
"Kill the Irishman",2011,50,363,0,0,407,5,4
"Dog Sweat",2011,50,364,0,0,407,5,5
"Happy Feet Two",2011,50,365,0,0,407,5,6
"Final Destination 5",2011,50,366,0,0,407,5,7
"No Strings Attached",2011,50,367,0,0,407,5,8
"Red State",2011,50,368,0,0,407,5,9
"Miss Minoes",2011,50,369,0,0,407,5,10
"Elektra Luxx",2011,50,370,0,0,407,5,11
"Septien",2011,50,371,0,0,407,5,12
"Last Night",2011,50,372,0,0,407,5,13
"Prom",2011,50,373,0,0,407,5,14
"Twelve Thirty",2011,50,374,0,0,407,5,15
"Cowboys & Aliens",2011,50,375,0,0,407,5,16
"The Mighty Macs",2011,49,376,0,0,407,5,1
"Kidnapped",2011,49,377,0,0,407,5,2
"Special Treatment",2011,49,378,0,0,407,5,3
"Henry's Crime",2011,49,379,0,0,407,5,4
"Legend of the Fist: The Return of Chen Zhen",2011,49,380,0,0,407,5,5
"Jane's Journey",2011,49,381,0,0,407,5,6
"Just Like Us",2011,49,382,0,0,407,5,7
"The Thing",2011,49,383,0,0,407,5,8
"Texas Killing Fields",2011,49,384,0,0,407,5,9
"Mars Needs Moms",2011,49,385,0,0,407,5,10
"30 Minutes or Less",2011,49,386,0,0,407,5,11
"Protektor",2011,49,387,0,0,407,5,12
"The Mechanic",2011,49,388,0,0,407,5,13
"Griff the Invisible",2011,49,389,0,0,407,5,14
"Sherlock Holmes: A Game of Shadows",2011,48,390,0,0,407,5,1
"Glee: The 3D Concert Movie",2011,48,391,0,0,407,5,2
"The Bang Bang Club",2011,48,392,0,0,407,5,3
"Every Day",2011,48,393,0,0,407,5,4
"Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche",2011,48,394,0,0,407,5,5
"One Day",2011,48,395,0,0,407,5,6
"The Perfect Host",2011,48,396,0,0,407,5,7
"The Catechism Cataclysm",2011,47,397,0,0,407,5,1
"Dumbstruck",2011,47,398,0,0,407,5,2
"Bad Teacher",2011,47,399,0,0,407,5,3
"Restless",2011,47,400,0,0,407,5,4
"Monogamy",2011,47,401,0,0,407,5,5
"Lebanon, Pa.",2011,47,402,0,0,407,5,6
"The Dilemma",2011,46,403,0,0,407,5,1
"Burke and Hare",2011,46,404,0,0,407,5,2
"The Broken Tower",2011,46,405,0,0,407,5,3
"The Flowers of War",2011,46,406,0,0,407,5,4
"Extremely Loud & Incredibly Close",2011,46,407,1,0,407,5,5
"Immortals",2011,46,408,0,0,407,5,6
"Johnny English Reborn",2011,46,409,0,0,407,5,7
"Another Happy Day",2011,46,410,0,0,407,5,8
"Killing Bono",2011,46,411,0,0,407,5,9
"Straw Dogs",2011,45,412,0,0,407,5,1
"Happythankyoumoreplease",2011,45,413,0,0,407,5,2
"Colombiana",2011,45,414,0,0,407,5,3
"The Twilight Saga: Breaking Dawn - Part 1",2011,45,415,0,0,407,5,4
"Finding Joe",2011,45,416,0,0,407,5,5
"Madea's Big Happy Family",2011,45,417,0,0,407,5,6
"Miral",2011,45,418,0,0,407,5,7
"Pirates of the Caribbean: On Stranger Tides",2011,45,419,0,0,407,5,8
"Hall Pass",2011,45,420,0,0,407,5,9
"Hesher",2011,45,421,0,0,407,5,10
"Drive Angry 3D",2011,44,422,0,0,407,5,1
"Carbon Nation",2011,44,423,0,0,407,5,2
"Sympathy for Delicious",2011,44,424,0,0,407,5,3
"A Good Old Fashioned Orgy",2011,44,425,0,0,407,5,4
"The Hangover Part II",2011,44,426,0,0,407,5,5
"Mia and the Migoo",2011,44,427,0,0,407,5,6
"Cook County",2011,44,428,0,0,407,5,7
"Killer Elite",2011,44,429,0,0,407,5,8
"Machine Gun Preacher",2011,43,430,0,0,407,5,1
"Monte Carlo",2011,43,431,0,0,407,5,2
"The Grace Card",2011,43,432,0,0,407,5,3
"Snow Flower and the Secret Fan",2011,42,433,0,0,407,5,1
"Sanctum",2011,42,434,0,0,407,5,2
"Ironclad",2011,42,435,0,0,407,5,3
"Transformers: Dark of the Moon",2011,42,436,0,0,407,5,4
"Take Me Home Tonight",2011,42,437,0,0,407,5,5
"Courageous",2011,42,438,0,0,407,5,6
"Larry Crowne",2011,41,439,0,0,407,5,1
"Sarah Palin: You Betcha!",2011,41,440,0,0,407,5,2
"Lucky",2011,41,441,0,0,407,5,3
"5 Star Day",2011,41,442,0,0,407,5,4
"Hop",2011,41,443,0,0,407,5,5
"Priest",2011,41,444,0,0,407,5,6
"The Heir Apparent: Largo Winch",2011,40,445,0,0,407,5,1
"Ceremony",2011,40,446,0,0,407,5,2
"Tanner Hall",2011,40,447,0,0,407,5,3
"Lord of the Dance in 3D",2011,40,448,0,0,407,5,4
"House of Boys",2011,40,449,0,0,407,5,5
"Beastly",2011,40,450,0,0,407,5,6
"Green Lantern",2011,39,451,0,0,407,5,1
"The Change-Up",2011,39,452,0,0,407,5,2
"The Green Hornet",2011,39,453,0,0,407,5,3
"The Sitter",2011,39,454,0,0,407,5,4
"Vincent Wants to Sea",2011,39,455,0,0,407,5,5
"From Prada to Nada",2011,39,456,0,0,407,5,6
"Angels Crest",2011,38,457,0,0,407,5,1
"The Rite",2011,38,458,0,0,407,5,2
"The Ward",2011,38,459,0,0,407,5,3
"Meeting Spencer",2011,38,460,0,0,407,5,4
"I Don't Know How She Does It",2011,38,461,0,0,407,5,5
"I Am",2011,38,462,0,0,407,5,6
"Trespass",2011,37,463,0,0,407,5,1
"Flypaper",2011,37,464,0,0,407,5,2
"1911",2011,37,465,0,0,407,5,3
"Judy Moody and the Not Bummer Summer",2011,37,466,0,0,407,5,4
"Connected: An Autoblogography About Love, Death & Technology",2011,37,467,0,0,407,5,5
"Seven Days in Utopia",2011,37,468,0,0,407,5,6
"Spy Kids: All the Time in the World",2011,37,469,0,0,407,5,7
"The Other Woman",2011,37,470,0,0,407,5,8
"Dirty Girl",2011,37,471,0,0,407,5,9
"Battle: Los Angeles",2011,37,472,0,0,407,5,10
"The Double",2011,37,473,0,0,407,5,11
"W.E.",2011,37,474,0,0,407,5,12
"3-D Sex and Zen: Extreme Ecstasy",2011,36,475,0,0,407,5,1
"Arthur",2011,36,476,0,0,407,5,2
"The Son of No One",2011,36,477,0,0,407,5,3
"The Art of Getting By",2011,36,478,0,0,407,5,4
"Conan the Barbarian",2011,36,479,0,0,407,5,5
"I Am Number Four",2011,36,480,0,0,407,5,6
"Something Borrowed",2011,36,481,0,0,407,5,7
"Father of Invention",2011,36,482,0,0,407,5,8
"Dream House",2011,35,483,0,0,407,5,1
"Salvation Boulevard",2011,35,484,0,0,407,5,2
"Certifiably Jonathan",2011,35,485,0,0,407,5,3
"What's Your Number?",2011,35,486,0,0,407,5,4
"The Three Musketeers",2011,35,487,0,0,407,5,5
"Fireflies in the Garden",2011,34,488,0,0,407,5,1
"The Ledge",2011,34,489,0,0,407,5,2
"The Greening of Whitney Brown",2011,33,490,0,0,407,5,1
"The Chaperone",2011,33,491,0,0,407,5,2
"Programming the Nation?",2011,33,492,0,0,407,5,3
"Sucker Punch",2011,33,493,0,0,407,5,4
"There Be Dragons",2011,33,494,0,0,407,5,5
"Just Go with It",2011,33,495,0,0,407,5,6
"Cat Run",2011,33,496,0,0,407,5,7
"The Undefeated",2011,32,497,0,0,407,5,1
"Footprints",2011,32,498,0,0,407,5,2
"Your Highness",2011,31,499,0,0,407,5,1
"5 Days of War",2011,31,500,0,0,407,5,2
"Zero Dark Thirty",2012,95,1,1,0,232,11,1
"Amour",2012,94,2,1,0,232,11,1
"It's Such a Beautiful Day",2012,90,3,0,0,232,11,1
"This Is Not a Film",2012,90,4,0,0,232,11,2
"Elena",2012,87,5,0,0,232,11,1
"The Kid with a Bike",2012,87,6,0,0,232,11,2
"Gregory Crewdson: Brief Encounters",2012,87,7,0,0,232,11,3
"Lincoln",2012,86,8,1,0,232,11,1
"How to Survive a Plague",2012,86,9,0,0,232,11,2
"Barbara",2012,86,10,0,0,232,11,3
"Argo",2012,86,11,1,1,232,11,4
"The Master",2012,86,12,0,0,232,11,5
"Beasts of the Southern Wild",2012,86,13,1,0,232,11,6
"Holy Motors",2012,84,14,0,0,232,11,1
"Moonrise Kingdom",2012,84,15,0,0,232,11,2
"Oslo, August 31st",2012,84,16,0,0,232,11,3
"Looper",2012,84,17,0,0,232,11,4
"The Waiting Room",2012,84,18,0,0,232,11,5
"The Day He Arrives",2012,83,19,0,0,232,11,1
"The Flat",2012,83,20,0,0,232,11,2
"Footnote",2012,83,21,0,0,232,11,3
"Monsieur Lazhar",2012,82,22,0,0,232,11,1
"The Deep Blue Sea",2012,82,23,0,0,232,11,2
"Ornette: Made in America (1985)",2012,82,24,0,0,232,11,3
"In the Family",2012,82,25,0,0,232,11,4
"Marley",2012,82,26,0,0,232,11,5
"Under African Skies",2012,82,27,0,0,232,11,6
"Side by Side",2012,82,28,0,0,232,11,7
"Once Upon a Time in Anatolia",2012,82,29,0,0,232,11,8
"Django Unchained",2012,81,30,1,0,232,11,1
"Sister",2012,81,31,0,0,232,11,2
"Tchoupitoulas",2012,81,32,0,0,232,11,3
"Skyfall",2012,81,33,0,0,232,11,4
"Consuming Spirits",2012,81,34,0,0,232,11,5
"Ai Weiwei: Never Sorry",2012,81,35,0,0,232,11,6
"Silver Linings Playbook",2012,81,36,1,0,232,11,7
"The Turin Horse",2012,80,37,0,0,232,11,1
"The Secret World of Arrietty",2012,80,38,0,0,232,11,2
"The Queen of Versailles",2012,80,39,0,0,232,11,3
"I Wish",2012,80,40,0,0,232,11,4
"Goodbye First Love",2012,80,41,0,0,232,11,5
"West of Memphis",2012,80,42,0,0,232,11,6
"The Sessions",2012,79,43,0,0,232,11,1
"Photographic Memory",2012,79,44,0,0,232,11,2
"The Central Park Five",2012,79,45,0,0,232,11,3
"Wagner's Dream",2012,79,46,0,0,232,11,4
"Life of Pi",2012,79,47,1,0,232,11,5
"Keep the Lights On",2012,79,48,0,0,232,11,6
"Searching for Sugar Man",2012,79,49,0,0,232,11,7
"The Law in These Parts",2012,79,50,0,0,232,11,8
"Beware of Mr. Baker",2012,78,51,0,0,232,11,1
"Tabu",2012,78,52,0,0,232,11,2
"5 Broken Cameras",2012,78,53,0,0,232,11,3
"The Dark Knight Rises",2012,78,54,0,0,232,11,4
"Booker's Place: A Mississippi Story",2012,78,55,0,0,232,11,5
"A Simple Life",2012,78,56,0,0,232,11,6
"China Heavyweight",2012,77,57,0,0,232,11,1
"Jiro Dreams of Sushi",2012,77,58,0,0,232,11,2
"Neighboring Sounds",2012,77,59,0,0,232,11,3
"The Imposter",2012,77,60,0,0,232,11,4
"Gerhard Richter - Painting",2012,77,61,0,0,232,11,5
"The House I Live In",2012,77,62,0,0,232,11,6
"Brooklyn Castle",2012,77,63,0,0,232,11,7
"Chico & Rita",2012,76,64,0,0,232,11,1
"The Hunter",2012,76,65,0,0,232,11,2
"Hara-Kiri: Death of a Samurai",2012,76,66,0,0,232,11,3
"Flight",2012,76,67,0,0,232,11,4
"The Loneliest Planet",2012,76,68,0,0,232,11,5
"Patience (After Sebald)",2012,75,69,0,0,232,11,1
"Easy Money",2012,75,70,0,0,232,11,2
"Sleepless Night",2012,75,71,0,0,232,11,3
"Ballplayer: Pelotero",2012,75,72,0,0,232,11,4
"Bernie",2012,75,73,0,0,232,11,5
"Chasing Ice",2012,75,74,0,0,232,11,6
"The Invisible War",2012,75,75,0,0,232,11,7
"Middle of Nowhere",2012,75,76,0,0,232,11,8
"The Harder They Come (1972)",2012,75,77,0,0,232,11,9
"Marina Abramovic: The Artist Is Present",2012,74,78,0,0,232,11,1
"The Rabbi's Cat",2012,74,79,0,0,232,11,2
"Frankenweenie",2012,74,80,0,0,232,11,3
"Polisse",2012,74,81,0,0,232,11,4
"Bully",2012,74,82,0,0,232,11,5
"In Darkness",2012,74,83,0,0,232,11,6
"Neil Young Journeys",2012,74,84,0,0,232,11,7
"Starlet",2012,74,85,0,0,232,11,8
"Rust and Bone",2012,73,86,0,0,232,11,1
"Arbitrage",2012,73,87,0,0,232,11,2
"The Raid: Redemption",2012,73,88,0,0,232,11,3
"The Impossible",2012,73,89,0,0,232,11,4
"The Pirates! Band of Misfits",2012,73,90,0,0,232,11,5
"The Forgiveness of Blood",2012,73,91,0,0,232,11,6
"Indie Game: The Movie",2012,73,92,0,0,232,11,7
"Declaration of War",2012,73,93,0,0,232,11,8
"Whores' Glory",2012,73,94,0,0,232,11,9
"Planet of Snail",2012,73,95,0,0,232,11,10
"Mea Maxima Culpa: Silence in the House of God",2012,73,96,0,0,232,11,11
"A Royal Affair",2012,73,97,0,0,232,11,12
"Attenberg",2012,73,98,0,0,232,11,13
"Knuckleball!",2012,73,99,0,0,232,11,14
"Sing Your Song",2012,73,100,0,0,232,11,15
"Magic Mike",2012,72,101,0,0,232,11,1
"The Island President",2012,72,102,0,0,232,11,2
"The Cabin in the Woods",2012,72,103,0,0,232,11,3
"Headhunters",2012,72,104,0,0,232,11,4
"Shut Up and Play the Hits",2012,72,105,0,0,232,11,5
"Wreck-It Ralph",2012,72,106,0,0,232,11,6
"ParaNorman",2012,72,107,0,0,232,11,7
"Paul Williams Still Alive",2012,72,108,0,0,232,11,8
"Radio Unnameable",2012,72,109,0,0,232,11,9
"Safety Not Guaranteed",2012,72,110,0,0,232,11,10
"Beauty Is Embarrassing",2012,72,111,0,0,232,11,11
"First Position",2012,72,112,0,0,232,11,12
"Post Mortem",2012,72,113,0,0,232,11,13
"Your Sister's Sister",2012,72,114,0,0,232,11,14
"Crazy Horse",2012,72,115,0,0,232,11,15
"Sound of Noise",2012,72,116,0,0,232,11,16
"Undefeated",2012,71,117,0,0,232,11,1
"Smashed",2012,71,118,0,0,232,11,2
"Bestiaire",2012,71,119,0,0,232,11,3
"The Zen of Bennett",2012,71,120,0,0,232,11,4
"Last Days Here",2012,71,121,0,0,232,11,5
"Only the Young",2012,71,122,0,0,232,11,6
"Sleepwalk with Me",2012,71,123,0,0,232,11,7
"The Big Picture",2012,71,124,0,0,232,11,8
"The Road",2012,71,125,0,0,232,11,9
"The Pruitt-Igoe Myth",2012,70,126,0,0,232,11,1
"Jason Becker: Not Dead Yet",2012,70,127,0,0,232,11,2
"Portrait of Wally",2012,70,128,0,0,232,11,3
"Turn Me On, Dammit!",2012,70,129,0,0,232,11,4
"Sleep Tight",2012,70,130,0,0,232,11,5
"Teddy Bear",2012,70,131,0,0,232,11,6
"Wuthering Heights",2012,70,132,0,0,232,11,7
"Rampart",2012,70,133,0,0,232,11,8
"Boy",2012,70,134,0,0,232,11,9
"In Another Country",2012,69,135,0,0,232,11,1
"Brave",2012,69,136,0,0,232,11,2
"Head Games",2012,69,137,0,0,232,11,3
"Diana Vreeland: The Eye Has to Travel",2012,69,138,0,0,232,11,4
"Bill W.",2012,69,139,0,0,232,11,5
"Alps",2012,69,140,0,0,232,11,6
"The Avengers",2012,69,141,0,0,232,11,7
"The Matchmaker",2012,69,142,0,0,232,11,8
"Chronicle",2012,69,143,0,0,232,11,9
"The Other Dream Team",2012,69,144,0,0,232,11,10
"Chicken with Plums",2012,69,145,0,0,232,11,11
"21 Jump Street",2012,69,146,0,0,232,11,12
"Hitler's Children",2012,69,147,0,0,232,11,13
"Bullhead",2012,68,148,0,0,232,11,1
"The Hunger Games",2012,68,149,0,0,232,11,2
"Step Up To The Plate",2012,68,150,0,0,232,11,3
"End of Watch",2012,68,151,0,0,232,11,4
"They Call It Myanmar: Lifting the Curtain",2012,68,152,0,0,232,11,5
"Here",2012,68,153,0,0,232,11,6
"Compliance",2012,68,154,0,0,232,11,7
"Meet the Fokkens",2012,68,155,0,0,232,11,8
"Last Ride",2012,68,156,0,0,232,11,9
"Take This Waltz",2012,68,157,0,0,232,11,10
"Girl Model",2012,68,158,0,0,232,11,11
"Detropia",2012,68,159,0,0,232,11,12
"The Ballad of Genesis and Lady Jaye",2012,68,160,0,0,232,11,13
"Robot and Frank",2012,67,161,0,0,232,11,1
"The Well Digger's Daughter",2012,67,162,0,0,232,11,2
"Sound of My Voice",2012,67,163,0,0,232,11,3
"Kite",2012,67,164,0,0,232,11,4
"The Iran Job",2012,67,165,0,0,232,11,5
"Escape Fire: The Fight to Rescue American Healthcare",2012,67,166,0,0,232,11,6
"The Ambassador",2012,67,167,0,0,232,11,7
"Haywire",2012,67,168,0,0,232,11,8
"A Late Quartet",2012,67,169,0,0,232,11,9
"The Perks of Being a Wallflower",2012,67,170,0,0,232,11,10
"Aquí y Allá (Here and There)",2012,67,171,0,0,232,11,11
"The Green Wave",2012,67,172,0,0,232,11,12
"Farewell, My Queen",2012,67,173,0,0,232,11,13
"Carol Channing: Larger Than Life",2012,67,174,0,0,232,11,14
"Somewhere Between",2012,67,175,0,0,232,11,15
"Damsels in Distress",2012,67,176,0,0,232,11,16
"Hipsters",2012,67,177,0,0,232,11,17
"Price Check",2012,67,178,0,0,232,11,18
"Ruby Sparks",2012,67,179,0,0,232,11,19
"Kill List",2012,67,180,0,0,232,11,20
"Bones Brigade: An Autobiography",2012,66,181,0,0,232,11,1
"Dark Horse",2012,66,182,0,0,232,11,2
"Pink Ribbons, Inc.",2012,66,183,0,0,232,11,3
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2012,66,184,0,0,232,11,4
"Seven Psychopaths",2012,66,185,0,0,232,11,5
"Tales of the Night",2012,66,186,0,0,232,11,6
"Unforgivable",2012,66,187,0,0,232,11,7
"Something from Nothing: The Art of Rap",2012,66,188,0,0,232,11,8
"Wish Me Away",2012,66,189,0,0,232,11,9
"Harvest of Empire",2012,66,190,0,0,232,11,10
"The Snowtown Murders",2012,66,191,0,0,232,11,11
"Mosquita y Mari",2012,66,192,0,0,232,11,12
"Let the Bullets Fly",2012,66,193,0,0,232,11,13
"Premium Rush",2012,66,194,0,0,232,11,14
"Black Butterflies",2012,66,195,0,0,232,11,15
"Breathing",2012,66,196,0,0,232,11,16
"The Amazing Spider-Man",2012,66,197,0,0,232,11,17
"Pitch Perfect",2012,66,198,0,0,232,11,18
"The Fairy",2012,66,199,0,0,232,11,19
"Hope Springs",2012,65,200,0,0,232,11,1
"The Bay",2012,65,201,0,0,232,11,2
"Not Fade Away",2012,65,202,0,0,232,11,3
"Windfall",2012,65,203,0,0,232,11,4
"Corpo Celeste",2012,65,204,0,0,232,11,5
"The Salt of Life",2012,65,205,0,0,232,11,6
"Francine",2012,65,206,0,0,232,11,7
"Love in the Buff",2012,65,207,0,0,232,11,8
